Category,Field,Number,Name,Field + Number, 
ALC,ARAB,3206,Intensive Arabic II,ARAB 3206, 
ALC,ARAB,3210,Arabic Grammar and Writing (in Arabic),ARAB 3210, 
ALC,ARAB,3687,Kalila wa Dimna for Students of Arabic,ARAB 3687, 
ALC,ARAB,3700,Arabic Language Through Film,ARAB 3700, 
ALC,ARAB,4200,Modern Arabic Literature,ARAB 4200, 
ALC,ARCH,3820,The Topography and Urban History of Rome in Antiquity and the Middle Ages,ARCH 3820, 
ALC,ARCH,3823,"Urban Design, Architecture, and Art in Renaissance and Baroque Rome",ARCH 3823, 
ALC,ARKEO,1704,Statues and Public Life,ARKEO 1704, 
ALC,ARKEO,2668,Ancient Egyptian Civilization,ARKEO 2668, 
ALC,ARKEO,2700,Introduction to the Classical World in 24 Objects,ARKEO 2700, 
ALC,ARKEO,2710,Roman Wall Painting,ARKEO 2710, 
ALC,ARKEO,2743,Archaeology of Roman Private Life,ARKEO 2743, 
ALC,ARKEO,2800,Introduction to the Arts of China,ARKEO 2800, 
ALC,ARKEO,2812,Hieroglyphs to HTML: History of Writing,ARKEO 2812, 
ALC,ARKEO,3130,Iconography of Greek Myth,ARKEO 3130, 
ALC,ARKEO,3225,Archaic and Classical Greece,ARKEO 3225, 
ALC,ARKEO,3566,Art and Architecture of the Pre-Columbian Americas,ARKEO 3566, 
ALC,ARKEO,3588,Archaeology and Biblical History,ARKEO 3588, 
ALC,ARKEO,3661,Sumerian Language and Culture I,ARKEO 3661, 
ALC,ARKEO,4020,Designing Archaeological Exhibits,ARKEO 4020, 
ALC,ARKEO,4162,The Inca Empire and its Colonial Legacies,ARKEO 4162, 
ALC,ARKEO,4233,Greek and Roman Art and Archaeology,ARKEO 4233, 
ALC,ARKEO,4240,Collecting Culture: Museums and Anthropology,ARKEO 4240, 
ALC,ARKEO,4256,Time and History in Ancient Mexico,ARKEO 4256, 
ALC,ARKEO,4353,"Sardis, A City at the Crossroads",ARKEO 4353, 
ALC,ARKEO,4354,Byzantine Archaeology,ARKEO 4354, 
ALC,ARKEO,4550,Archaeology of the Phoenicians,ARKEO 4550, 
ALC,ARKEO,4618,Data Corruption's Deep History,ARKEO 4618, 
ALC,ARKEO,4644,Globalism and Collapse in the Late Bronze Age World,ARKEO 4644, 
ALC,ART,1101,Art as Experience,ART 1101, 
ALC,ART,1102,Art as Experience: TransMedia,ART 1102, 
ALC,ART,1103,Art as Experience: Sculpture,ART 1103, 
ALC,ART,1104,Art as Experience: Photography,ART 1104, 
ALC,ART,1201,Painting for Non-Majors,ART 1201, 
ALC,ART,1401,Sculpture for Non-Majors,ART 1401, 
ALC,ART,1500,Summer Drawing I,ART 1500, 
ALC,ART,1503,Summer Drawing II,ART 1503, 
ALC,ART,1504,Introduction to Drawing in Rome,ART 1504, 
ALC,ART,1505,Drawing Rome,ART 1505, 
ALC,ART,1601,Photography for Non-Majors,ART 1601, 
ALC,ART,1602,Introduction to Photography in Rome,ART 1602, 
ALC,ART,1701,Digital Media for Non-Majors,ART 1701, 
ALC,ART,1901,Studio Art for Non-Majors,ART 1901, 
ALC,ART,2201,Painting: Introduction to Painting,ART 2201, 
ALC,ART,2301,Print Media: Introduction to Print Media,ART 2301, 
ALC,ART,2401,Introduction to Sculpture,ART 2401, 
ALC,ART,2503,Drawing: Introduction to Drawing,ART 2503, 
ALC,ART,2601,Photography: Introduction to Photography,ART 2601, 
ALC,ART,2701,Digital Media: Introduction to Digital Media,ART 2701, 
ALC,ART,3099,Special Topics Studio,ART 3099, 
ALC,ART,3199,Theory and Criticism: Special Topics,ART 3199, 
ALC,ART,3201,Painting: Spatial Transpositions in Painting,ART 3201, 
ALC,ART,3202,Painting: Painting Intent and Context,ART 3202, 
ALC,ART,3203,Painting: Painting Film,ART 3203, 
ALC,ART,3205,Painting: Materials and Processes,ART 3205, 
ALC,ART,3304,Print Media: Large Format Print Media,ART 3304, 
ALC,ART,3305,Print Media: The Hybrid Print,ART 3305, 
ALC,ART,3306,Print Media: The Artist's Book and the Object Multiple,ART 3306, 
ALC,ART,3399,Print Media: Special Topics,ART 3399, 
ALC,ART,3401,Sculpture: Sculptural/Artistic Practice,ART 3401, 
ALC,ART,3404,Sculpture: Installation,ART 3404, 
ALC,ART,3499,Sculpture: Special Topics,ART 3499, 
ALC,ART,3501,Drawing: Pictorial Languages,ART 3501, 
ALC,ART,3502,Drawing: The Body,ART 3502, 
ALC,ART,3599,Drawing: Special Topics,ART 3599, 
ALC,ART,3601,Photography: Identity and the Global Lens,ART 3601, 
ALC,ART,3604,Photography: Alternative Photographic Processes - The Composite Image,ART 3604, 
ALC,ART,3606,Photography: The Constructed Image,ART 3606, 
ALC,ART,3699,Photography: Special Topics,ART 3699, 
ALC,ART,3704,Digital Media: Interactive Digital Media,ART 3704, 
ALC,ART,3705,Digital Media: Art in the Age of Networks,ART 3705, 
ALC,ART,3707,Digital Media: Digital Video and Sound,ART 3707, 
ALC,ART,3708,Digital Media: Hybrid Media and Global Arts Practices,ART 3708, 
ALC,ART,3799,Digital Media: Special Topics,ART 3799, 
ALC,ART,3803,Art History: Italian Cinema,ART 3803, 
ALC,ART,3899,Art History: Special Topics,ART 3899, 
ALC,ARTH,1100,Art Histories: An Introduction,ARTH 1100, 
ALC,ARTH,1704,Statues and Public Life,ARTH 1704, 
ALC,ARTH,2000,Introduction to Visual Studies,ARTH 2000, 
ALC,ARTH,2101,Indigenous Ingenuities as Living Networks,ARTH 2101, 
ALC,ARTH,2200,Introduction to the Classical World in 24 Objects,ARTH 2200, 
ALC,ARTH,2221,Archaeology of Roman Private Life,ARTH 2221, 
ALC,ARTH,2255,Ecocriticism and Visual Culture,ARTH 2255, 
ALC,ARTH,2355,Introduction to Medieval Art and Culture,ARTH 2355, 
ALC,ARTH,2550,Introduction to Latin American Art,ARTH 2550, 
ALC,ARTH,2600,"Introduction to Modern Western Art: Materials, Media, and the End of Masterpieces",ARTH 2600, 
ALC,ARTH,2710,Roman Wall Painting,ARTH 2710, 
ALC,ARTH,2800,Introduction to the Arts of China,ARTH 2800, 
ALC,ARTH,2805,Introduction to Asian Art: Material Worlds,ARTH 2805, 
ALC,ARTH,3001,Documentary Art,ARTH 3001, 
ALC,ARTH,3100,History of Photography,ARTH 3100, 
ALC,ARTH,3111,Making Photography Matter: A Studio Course,ARTH 3111, 
ALC,ARTH,3225,Archaic and Classical Greece,ARTH 3225, 
ALC,ARTH,3230,Iconography of Greek Myth,ARTH 3230, 
ALC,ARTH,3255,The Byzantine Empire: Culture and Society,ARTH 3255, 
ALC,ARTH,3505,Blaxploitation Film and Photography,ARTH 3505, 
ALC,ARTH,3506,Slavery and Visual Culture,ARTH 3506, 
ALC,ARTH,3535,New German Cinema,ARTH 3535, 
ALC,ARTH,3565,Art and Architecture of Colonial Latin America,ARTH 3565, 
ALC,ARTH,3566,Art and Architecture of the Pre-Columbian Americas,ARTH 3566, 
ALC,ARTH,3600,Contemporary Art: 1960-Present,ARTH 3600, 
ALC,ARTH,3611,"Art of South Asia, 1200 - Present",ARTH 3611, 
ALC,ARTH,3620,After Nature: Art and Environmental Imagination,ARTH 3620, 
ALC,ARTH,3625,"Paris, Capital of Modernity?",ARTH 3625, 
ALC,ARTH,3650,History and Theory of Digital Art,ARTH 3650, 
ALC,ARTH,3651,Women in New Media Art,ARTH 3651, 
ALC,ARTH,3672,The Art of the Historical Avant-Garde,ARTH 3672, 
ALC,ARTH,3741,Greco-Roman Art from Alexander to Augustus (c.350 BC - AD 20),ARTH 3741, 
ALC,ARTH,3820,Introduction to the Arts of Japan,ARTH 3820, 
ALC,ARTH,3830,Bollywood and Beyond: South Asian Cinema,ARTH 3830, 
ALC,ARTH,3850,The Arts of Southeast Asia,ARTH 3850, 
ALC,ARTH,3901,Ancient Art in Upstate New York,ARTH 3901, 
ALC,ARTH,4035,Greco-Roman Art at Cornell,ARTH 4035, 
ALC,ARTH,4101,Proseminar: Introduction to Methods,ARTH 4101, 
ALC,ARTH,4110,Curatorial Practicum,ARTH 4110, 
ALC,ARTH,4151,Topics in Media Arts,ARTH 4151, 
ALC,ARTH,4153,Topics in Feminist Media Arts,ARTH 4153, 
ALC,ARTH,4155,Topics in Latin American Art,ARTH 4155, 
ALC,ARTH,4160,Topics in Colonial Encounters,ARTH 4160, 
ALC,ARTH,4162,The Inca Empire and its Colonial Legacies,ARTH 4162, 
ALC,ARTH,4165,Visual Encounters in the Early Modern World,ARTH 4165, 
ALC,ARTH,4171,19th Century Art and Culture,ARTH 4171, 
ALC,ARTH,4233,Greek and Roman Art and Archaeology,ARTH 4233, 
ALC,ARTH,4305,"Looking for Love: Visual and Literary Cultures of Love in the Medieval Mediterranean, 1100 - 1400 AD",ARTH 4305, 
ALC,ARTH,4310,Methods in Medieval,ARTH 4310, 
ALC,ARTH,4351,Problems in Byzantine Art,ARTH 4351, 
ALC,ARTH,4353,"Sardis, A City at the Crossroads",ARTH 4353, 
ALC,ARTH,4354,Byzantine Archaeology,ARTH 4354, 
ALC,ARTH,4540,Film History for Art Historians,ARTH 4540, 
ALC,ARTH,4545,The Photobook,ARTH 4545, 
ALC,ARTH,4556,Decolonial Poetics and Aesthetics: Arts of Resistance in the Americas,ARTH 4556, 
ALC,ARTH,4630,Museum Histories,ARTH 4630, 
ALC,ARTH,4690,Comparative Modernities,ARTH 4690, 
ALC,ARTH,4691,Art and Globalization,ARTH 4691, 
ALC,ARTH,4696,The Art Market,ARTH 4696, 
ALC,ARTH,4716,Classicism and Contemporary Art,ARTH 4716, 
ALC,ARTH,4771,"Indigenous Art, Film, and New Media: Anti-Colonial Strategies",ARTH 4771, 
ALC,ARTH,4816,Modern Chinese Art,ARTH 4816, 
ALC,ARTH,4820,Art in Zen and Zen in Art,ARTH 4820, 
ALC,ARTH,4822,"Objects, Rituals, and Tea",ARTH 4822, 
ALC,ARTH,4851,"Performing Objects, Collecting Cultures",ARTH 4851, 
ALC,ARTH,4852,Shadowplay: Asian Art and Performance,ARTH 4852, 
ALC,ARTH,4854,Water: Art and Politics in Southeast Asia,ARTH 4854, 
ALC,ARTH,4855,Threads of Consequence: Textiles in South and Southeast Asia,ARTH 4855, 
ALC,ARTH,4856,Producing Cloth Cultures,ARTH 4856, 
ALC,ASIAN,2208,Introduction to Southeast Asia,ASIAN 2208, 
ALC,ASIAN,2211,Introduction to Japan,ASIAN 2211, 
ALC,ASIAN,2212,Introduction to China,ASIAN 2212, 
ALC,ASIAN,2218,Introduction to Korea,ASIAN 2218, 
ALC,ASIAN,2245,Gamelan in Indonesian History and Cultures,ASIAN 2245, 
ALC,ASIAN,2247,Controversy and Debate in Islam,ASIAN 2247, 
ALC,ASIAN,2250,Introduction to Asian Religions,ASIAN 2250, 
ALC,ASIAN,2251,The History of Religious Life in Imperial China,ASIAN 2251, 
ALC,ASIAN,2252,Introduction to Japanese Film,ASIAN 2252, 
ALC,ASIAN,2254,South Asian Religions in Practice: The Healing Traditions,ASIAN 2254, 
ALC,ASIAN,2256,Digital Korea,ASIAN 2256, 
ALC,ASIAN,2259,Music in and of East Asia,ASIAN 2259, 
ALC,ASIAN,2260,Japanese Pop Culture,ASIAN 2260, 
ALC,ASIAN,2262,Medicine and Healing in China,ASIAN 2262, 
ALC,ASIAN,2269,Korean Popular Culture,ASIAN 2269, 
ALC,ASIAN,2271,China's Literary Heritage: An Introduction in Translation,ASIAN 2271, 
ALC,ASIAN,2277,Meditation in Indian Culture,ASIAN 2277, 
ALC,ASIAN,2279,Chinese Mythology,ASIAN 2279, 
ALC,ASIAN,2285,Introduction to Asian Art: Material Worlds,ASIAN 2285, 
ALC,ASIAN,2288,Introduction to the Arts of China,ASIAN 2288, 
ALC,ASIAN,2289,Daoist Traditions,ASIAN 2289, 
ALC,ASIAN,3311,Performing Islam in Southeast Asia,ASIAN 3311, 
ALC,ASIAN,3313,South Asian Poetry and Narrative: From Ghazals to Film,ASIAN 3313, 
ALC,ASIAN,3314,Korean Literature and Performance: From P'ansori to K-Pop,ASIAN 3314, 
ALC,ASIAN,3315,Game Studies and Japan,ASIAN 3315, 
ALC,ASIAN,3316,"Zen Buddhism: Ecology, Sustainability and Daily Life",ASIAN 3316, 
ALC,ASIAN,3317,Japanese Poetry,ASIAN 3317, 
ALC,ASIAN,3324,Modern and Contemporary Korean Literature,ASIAN 3324, 
ALC,ASIAN,3329,Literature of Leaving China,ASIAN 3329, 
ALC,ASIAN,3333,Revisiting Kashmir: A Survey of Literature and Cultures,ASIAN 3333, 
ALC,ASIAN,3339,Bollywood and Beyond: South Asian Cinema,ASIAN 3339, 
ALC,ASIAN,3341,Mahayana Buddhism,ASIAN 3341, 
ALC,ASIAN,3350,The Arts of Southeast Asia,ASIAN 3350, 
ALC,ASIAN,3352,Getting Rich in Modern China,ASIAN 3352, 
ALC,ASIAN,3366,Poetry of Classical India,ASIAN 3366, 
ALC,ASIAN,3370,Nature and Ecology in Ancient Chinese Travel Writing,ASIAN 3370, 
ALC,ASIAN,3375,Humanities Scholars Research Methods,ASIAN 3375, 
ALC,ASIAN,3376,Digital Asia,ASIAN 3376, 
ALC,ASIAN,3378,Korean American Literature,ASIAN 3378, 
ALC,ASIAN,3381,Introduction to the Arts of Japan,ASIAN 3381, 
ALC,ASIAN,3382,"Art of South Asia, 1200 - Present",ASIAN 3382, 
ALC,ASIAN,4406,Media Theory and Japan,ASIAN 4406, 
ALC,ASIAN,4407,Written on the Body,ASIAN 4407, 
ALC,ASIAN,4423,The City: Asia,ASIAN 4423, 
ALC,ASIAN,4424,"Objects, Rituals, and Tea",ASIAN 4424, 
ALC,ASIAN,4426,Narrating Choson Korea: History and Memory,ASIAN 4426, 
ALC,ASIAN,4436,Topics in Indian Film,ASIAN 4436, 
ALC,ASIAN,4442,Shadowplay: Asian Art and Performance,ASIAN 4442, 
ALC,ASIAN,4445,"Performing Objects, Collecting Cultures",ASIAN 4445, 
ALC,ASIAN,4446,Classical Indian Poetry and Comparative Poetics,ASIAN 4446, 
ALC,ASIAN,4447,Interpreting Indian Texts,ASIAN 4447, 
ALC,ASIAN,4450,Art in Zen and Zen in Art,ASIAN 4450, 
ALC,ASIAN,4451,Gender and Sexuality in Southeast Asian Cinema,ASIAN 4451, 
ALC,ASIAN,4455,Digital Media in Japan,ASIAN 4455, 
ALC,ASIAN,4473,Modern Chinese Art,ASIAN 4473, 
ALC,ASIAN,4487,Threads of Consequence: Textiles in South and Southeast Asia,ASIAN 4487, 
ALC,ASIAN,4499,Water: Art and Politics in Southeast Asia,ASIAN 4499, 
ALC,ASL,2302,ASL Literature,ASL 2302, 
ALC,ASRC,1203,Intermediate Arabic I,ASRC 1203, 
ALC,ASRC,1330,African Music,ASRC 1330, 
ALC,ASRC,2105,Arabic for Heritage Speakers,ASRC 2105, 
ALC,ASRC,2200,Intermediate Arabic II,ASRC 2200, 
ALC,ASRC,2235,New Visions in African Cinema,ASRC 2235, 
ALC,ASRC,2350,Music of the African Diaspora,ASRC 2350, 
ALC,ASRC,2370,Planet Rap: Where Hip Hop Came From and Where It's Going,ASRC 2370, 
ALC,ASRC,2380,Performing Hip Hop,ASRC 2380, 
ALC,ASRC,2650,Introduction to African American Literature,ASRC 2650, 
ALC,ASRC,2870,Freedom Writes: Literature of Global Justice Struggles,ASRC 2870, 
ALC,ASRC,3100,Advanced Arabic I,ASRC 3100, 
ALC,ASRC,3101,Advanced Arabic II,ASRC 3101, 
ALC,ASRC,3222,Rapid Reading in Latin,ASRC 3222, 
ALC,ASRC,3350,Beyonc� Nation: The Remix,ASRC 3350, 
ALC,ASRC,3434,Underground Railroad Seminar,ASRC 3434, 
ALC,ASRC,3440,"Merchants, Whalers, Pirates, Sailors: American Maritime Literature from the 19th Century and Beyond",ASRC 3440, 
ALC,ASRC,3470,Nueva York: Caribbean Urbanisms,ASRC 3470, 
ALC,ASRC,3505,Blaxploitation Film and Photography,ASRC 3505, 
ALC,ASRC,3506,Slavery and Visual Culture,ASRC 3506, 
ALC,ASRC,3625,Frederick Douglass and Frances E.W. Harper,ASRC 3625, 
ALC,ASRC,3734,Whiteness in Literature and Popular Culture,ASRC 3734, 
ALC,ASRC,3742,Africans and African Americans in Literature,ASRC 3742, 
ALC,ASRC,3999,Introduction to African American Cinema,ASRC 3999, 
ALC,ASRC,4368,Reading �douard Glissant,ASRC 4368, 
ALC,ASRC,4509,Toni Morrison's Novels,ASRC 4509, 
ALC,ASRC,4560,The Politics and Joy in Black Women's Writing,ASRC 4560, 
ALC,ASRC,4655,Black Speculative Fiction,ASRC 4655, 
ALC,ASRC,4662,Dark Laboratory: Black and Native Media Ecologies,ASRC 4662, 
ALC,ASRC,4668,"Afro-Diasporic Afterlives: The Archive, Refusal, and the Disappeared",ASRC 4668, 
ALC,ASRC,4995,Body Politics in African Literature and Cinema,ASRC 4995, 
ALC,ASTRO,2034,Black Holes: Race and the Cosmos,ASTRO 2034, 
ALC,BSOC,2131,Science Fiction,BSOC 2131, 
ALC,BSOC,2350,Literature and Medicine,BSOC 2350, 
ALC,BSOC,2561,Medicine and Healing in China,BSOC 2561, 
ALC,BSOC,2781,Body as Text: Pleasure and Danger,BSOC 2781, 
ALC,BSOC,4425,Victorian Evolutions,BSOC 4425, 
ALC,BSOC,4431,"Victorian Literature and Psychology: Madness, Monstrosity and the Science of Mind",BSOC 4431, 
ALC,CAPS,2209,Daoist Traditions,CAPS 2209, 
ALC,CAPS,2212,Introduction to China,CAPS 2212, 
ALC,CAPS,2262,Medicine and Healing in China,CAPS 2262, 
ALC,CAPS,2271,China's Literary Heritage: An Introduction in Translation,CAPS 2271, 
ALC,CAPS,3307,Readings in Classical Chinese Literature,CAPS 3307, 
ALC,CAPS,3329,Literature of Leaving China,CAPS 3329, 
ALC,CAPS,3352,Getting Rich in Modern China,CAPS 3352, 
ALC,CAPS,3370,Nature and Ecology in Ancient Chinese Travel Writing,CAPS 3370, 
ALC,CAPS,4030,Making Sense of China: The Capstone Seminar,CAPS 4030, 
ALC,CAPS,4071,Law Culture and Society in China,CAPS 4071, 
ALC,CAPS,4420,Tang Poetry: Themes and Contexts,CAPS 4420, 
ALC,CHLIT,2213,Introduction to Classical Chinese I,CHLIT 2213, 
ALC,CHLIT,2214,Introduction to Classical Chinese II,CHLIT 2214, 
ALC,CHLIT,3307,Readings in Classical Chinese Literature,CHLIT 3307, 
ALC,CHLIT,4418,Stories of Love and Romance from Tang Dynasty China,CHLIT 4418, 
ALC,CHLIT,4420,Tang Poetry: Themes and Contexts,CHLIT 4420, 
ALC,CLASS,1615,Introduction to Ancient Rome,CLASS 1615, 
ALC,CLASS,1704,Statues and Public Life,CLASS 1704, 
ALC,CLASS,2601,The Greek Experience,CLASS 2601, 
ALC,CLASS,2603,Initiation to Greek Culture,CLASS 2603, 
ALC,CLASS,2604,Greek Mythology,CLASS 2604, 
ALC,CLASS,2613,New Testament and Other Early Christian Literatures,CLASS 2613, 
ALC,CLASS,2642,The Art of Math: Mathematical Traditions of Symmetry and Harmony,CLASS 2642, 
ALC,CLASS,2643,The Birth of Science: Discovering the World from Antiquity to Today,CLASS 2643, 
ALC,CLASS,2700,Introduction to the Classical World in 24 Objects,CLASS 2700, 
ALC,CLASS,2710,Roman Wall Painting,CLASS 2710, 
ALC,CLASS,2743,Archaeology of Roman Private Life,CLASS 2743, 
ALC,CLASS,2808,"The Animal in Greek Literature and Thought: Friend, Foe, or Food?",CLASS 2808, 
ALC,CLASS,2812,Hieroglyphs to HTML: History of Writing,CLASS 2812, 
ALC,CLASS,3636,Ancient Beginnings of The Enlightenment: Lucian of Samosata,CLASS 3636, 
ALC,CLASS,3645,The Tragic Theatre,CLASS 3645, 
ALC,CLASS,3655,The Byzantine Empire: Culture and Society,CLASS 3655, 
ALC,CLASS,3676,Ancient Political Thought,CLASS 3676, 
ALC,CLASS,3727,Iconography of Greek Myth,CLASS 3727, 
ALC,CLASS,3735,Archaic and Classical Greece,CLASS 3735, 
ALC,CLASS,3741,Greco-Roman Art from Alexander to Augustus (c.350 BC - AD 20),CLASS 3741, 
ALC,CLASS,4626,Reinventing Biblical Narrative,CLASS 4626, 
ALC,CLASS,4632,Data Corruption's Deep History,CLASS 4632, 
ALC,CLASS,4644,"Sound, Silence, and the Sacred",CLASS 4644, 
ALC,CLASS,4670,Archaeology of the Phoenicians,CLASS 4670, 
ALC,CLASS,4716,Classicism and Contemporary Art,CLASS 4716, 
ALC,CLASS,4744,Globalism and Collapse in the Late Bronze Age World,CLASS 4744, 
ALC,CLASS,4746,Greek and Roman Art and Archaeology,CLASS 4746, 
ALC,CLASS,4755,"Sardis, A City at the Crossroads",CLASS 4755, 
ALC,CLASS,4756,Producing Cloth Cultures,CLASS 4756, 
ALC,CLASS,4803,What Is Classics? Towards a Critical Disciplinary History,CLASS 4803, 
ALC,COGST,1212,Music on the Brain,COGST 1212, 
ALC,COGST,4150,"Culture, Cognition, Humanities",COGST 4150, 
ALC,COML,2000,Introduction to Visual Studies,COML 2000, 
ALC,COML,2003,Sounding Literature in the World,COML 2003, 
ALC,COML,2004,Imagining Spaceflight,COML 2004, 
ALC,COML,2006,Punk Culture: The Aesthetics and Politics of Refusal,COML 2006, 
ALC,COML,2008,The Aesthetics of Displacement,COML 2008, 
ALC,COML,2020,Great Books: The Great Short Works,COML 2020, 
ALC,COML,2030,"Comparative Literature, Film, and Media",COML 2030, 
ALC,COML,2032,Contemporary Narratives by Latina Writers,COML 2032, 
ALC,COML,2034,Black Holes: Race and the Cosmos,COML 2034, 
ALC,COML,2035,Science Fiction,COML 2035, 
ALC,COML,2036,Literature and the Elements of Nature,COML 2036, 
ALC,COML,2050,Introduction to Poetry,COML 2050, 
ALC,COML,2051,Writing about Poetry on Wikipedia,COML 2051, 
ALC,COML,2235,New Visions in African Cinema,COML 2235, 
ALC,COML,2241,Game of Thrones: Multi-Media Fantasies,COML 2241, 
ALC,COML,2251,Poetry's Image,COML 2251, 
ALC,COML,2293,Middle Eastern Cinema,COML 2293, 
ALC,COML,2350,The Medieval Book: Objects and Texts,COML 2350, 
ALC,COML,2580,Imagining the Holocaust,COML 2580, 
ALC,COML,2630,Brazil to Brooklyn: Jewish Cultures of the Americas,COML 2630, 
ALC,COML,2700,Race and Sex: Arabian Nights,COML 2700, 
ALC,COML,2703,Thinking Media,COML 2703, 
ALC,COML,2728,Modern Middle Eastern Literature in Translation,COML 2728, 
ALC,COML,2754,Wondrous Literatures of the Near East,COML 2754, 
ALC,COML,2760,Desire,COML 2760, 
ALC,COML,3001,Methods of Comparison,COML 3001, 
ALC,COML,3021,Literary Theory on the Edge,COML 3021, 
ALC,COML,3042,Tragedy and Colonial Rupture: On the Question of Irremediable Pasts,COML 3042, 
ALC,COML,3240,Blood Politics: Comparative Renaissance Drama,COML 3240, 
ALC,COML,3261,Global Cinema I,COML 3261, 
ALC,COML,3262,Global Cinema II,COML 3262, 
ALC,COML,3300,Political Theory and Cinema,COML 3300, 
ALC,COML,3314,Korean Literature and Performance: From P'ansori to K-Pop,COML 3314, 
ALC,COML,3336,Border Environments,COML 3336, 
ALC,COML,3378,Korean American Literature,COML 3378, 
ALC,COML,3440,The Tragic Theatre,COML 3440, 
ALC,COML,3485,Cinematic Cities,COML 3485, 
